"COMPONENT","STATUS","LOGICAL-CLOCK-TIMESTAMP"
"MotionSensor","motion-detected","32513"
"DoorSensor","false","32516"
"MotionSensor","motion-detected","32522"
"DoorSensor","false","32525"
"MotionSensor","motion-detected","32531"
"DoorSensor","false","32534"
"MotionSensor","motion-detected","32540"
"DoorSensor","false","32543"
"MotionSensor","motion-detected","32549"
"DoorSensor","false","32552"
"MotionSensor","motion-detected","32558"
"DoorSensor","false","32561"
"MotionSensor","motion-detected","32567"
"DoorSensor","false","32570"
"MotionSensor","motion-detected","32576"
"DoorSensor","false","32579"
"MotionSensor","motion-detected","32585"
"DoorSensor","false","32588"
"MotionSensor","motion-detected","32594"
"DoorSensor","false","32597"
"MotionSensor","motion-detected","32603"
"DoorSensor","false","32606"
"MotionSensor","motion-detected","32612"
"DoorSensor","false","32615"
"MotionSensor","motion-detected","32621"
"DoorSensor","false","32624"
"MotionSensor","motion-detected","32630"
"DoorSensor","false","32633"
"MotionSensor","motion-detected","32639"
"DoorSensor","false","32642"
"MotionSensor","motion-detected","32648"
"DoorSensor","false","32651"
"MotionSensor","motion-detected","32657"
"DoorSensor","false","32660"
"MotionSensor","motion-detected","32666"
"DoorSensor","false","32669"
"MotionSensor","motion-detected","32675"
"DoorSensor","false","32678"
"MotionSensor","motion-detected","32684"
"DoorSensor","false","32687"
"MotionSensor","motion-detected","32693"
"DoorSensor","false","32696"
"MotionSensor","motion-detected","32702"
"DoorSensor","false","32705"
"MotionSensor","motion-detected","32711"
"DoorSensor","false","32714"
"MotionSensor","motion-detected","32720"
"DoorSensor","false","32723"
"MotionSensor","motion-detected","32729"
"DoorSensor","false","32732"
"MotionSensor","motion-detected","32738"
"DoorSensor","false","32741"
"MotionSensor","motion-detected","32747"
"DoorSensor","false","32750"
"MotionSensor","motion-detected","32756"
"DoorSensor","false","32759"
"MotionSensor","motion-detected","32765"
"DoorSensor","false","32768"
"MotionSensor","motion-detected","32774"
"DoorSensor","false","32777"
"MotionSensor","motion-detected","32783"
"DoorSensor","false","32786"
"MotionSensor","motion-detected","32792"
"DoorSensor","false","32795"
"MotionSensor","motion-detected","32801"
"DoorSensor","false","32804"
"MotionSensor","motion-detected","32810"
"DoorSensor","false","32813"
"MotionSensor","motion-detected","32819"
"DoorSensor","false","32822"
"MotionSensor","motion-detected","32828"
"DoorSensor","false","32831"
"MotionSensor","motion-detected","32837"
"DoorSensor","false","32840"
"MotionSensor","motion-detected","32846"
"DoorSensor","false","32849"
"MotionSensor","motion-detected","32855"
"DoorSensor","false","32858"
"MotionSensor","motion-detected","32864"
"DoorSensor","false","32867"
"MotionSensor","motion-detected","32873"
"DoorSensor","false","32876"
"MotionSensor","motion-detected","32882"
"DoorSensor","false","32885"
"MotionSensor","motion-detected","32891"
"DoorSensor","false","32894"
"MotionSensor","motion-detected","32900"
"DoorSensor","false","32903"
"MotionSensor","motion-detected","32909"
"DoorSensor","false","32912"
"MotionSensor","motion-detected","32918"
"DoorSensor","false","32921"
"MotionSensor","motion-detected","32927"
"DoorSensor","false","32930"
"MotionSensor","motion-detected","32936"
"DoorSensor","false","32939"
"MotionSensor","motion-detected","32945"
"DoorSensor","false","32948"
"MotionSensor","motion-detected","32954"
"DoorSensor","false","32957"
"MotionSensor","motion-detected","32963"
"DoorSensor","false","32966"
"MotionSensor","motion-detected","32972"
"DoorSensor","false","32975"
"MotionSensor","motion-detected","32981"
"DoorSensor","false","32984"
"MotionSensor","motion-detected","32990"
"DoorSensor","false","32993"
"MotionSensor","motion-detected","32999"
"DoorSensor","false","33002"
"MotionSensor","motion-detected","33008"
"DoorSensor","false","33011"
"MotionSensor","motion-detected","33017"
"DoorSensor","false","33020"
"MotionSensor","motion-detected","33026"
"DoorSensor","false","33029"
"MotionSensor","motion-detected","33035"
"DoorSensor","false","33038"
"MotionSensor","motion-detected","33044"
"DoorSensor","false","33047"
"MotionSensor","motion-detected","33053"
"DoorSensor","false","33056"
"MotionSensor","motion-detected","33062"
"DoorSensor","false","33065"
"MotionSensor","motion-detected","33071"
"DoorSensor","false","33074"
"MotionSensor","motion-detected","33080"
"DoorSensor","false","33083"
"MotionSensor","motion-detected","33089"
"DoorSensor","false","33092"
"MotionSensor","motion-detected","33098"
"DoorSensor","false","33101"
"MotionSensor","motion-detected","33107"
"DoorSensor","false","33110"
"MotionSensor","motion-detected","33116"
"DoorSensor","false","33119"
"MotionSensor","motion-detected","33125"
"DoorSensor","false","33128"
"MotionSensor","motion-detected","33134"
"DoorSensor","false","33137"
"MotionSensor","motion-detected","33143"
"DoorSensor","false","33146"
"MotionSensor","motion-detected","33152"
"DoorSensor","false","33155"
"MotionSensor","motion-detected","33161"
"DoorSensor","false","33164"
"MotionSensor","motion-detected","33170"
"DoorSensor","false","33173"
"MotionSensor","motion-detected","33179"
"DoorSensor","false","33182"
"MotionSensor","motion-detected","33188"
"DoorSensor","false","33191"
"MotionSensor","motion-detected","33197"
"DoorSensor","false","33200"
"MotionSensor","motion-detected","33206"
"DoorSensor","false","33209"
"MotionSensor","motion-detected","33215"
"DoorSensor","false","33218"
"MotionSensor","motion-detected","33224"
"DoorSensor","false","33227"
"MotionSensor","motion-detected","33233"
"DoorSensor","false","33236"
"MotionSensor","motion-detected","33242"
"DoorSensor","false","33245"
"MotionSensor","motion-detected","33251"
"DoorSensor","false","33254"
"MotionSensor","motion-detected","33260"
"DoorSensor","false","33263"
"MotionSensor","motion-detected","33269"
"DoorSensor","false","33272"
"MotionSensor","motion-detected","33278"
"DoorSensor","false","33281"
"MotionSensor","motion-detected","33287"
"DoorSensor","false","33290"
"MotionSensor","motion-detected","33296"
"DoorSensor","false","33299"
"MotionSensor","motion-detected","33305"
"DoorSensor","false","33308"
"MotionSensor","motion-detected","33314"
"DoorSensor","false","33317"
"MotionSensor","motion-detected","33323"
"DoorSensor","false","33326"
"MotionSensor","motion-detected","33332"
"DoorSensor","false","33335"
"MotionSensor","motion-detected","33341"
"DoorSensor","false","33344"
"MotionSensor","motion-detected","33350"
"DoorSensor","false","33353"
"MotionSensor","motion-detected","33359"
"DoorSensor","false","33362"
"MotionSensor","motion-detected","33368"
"DoorSensor","false","33371"
"MotionSensor","motion-detected","33377"
"DoorSensor","false","33380"
"MotionSensor","motion-detected","33386"
"DoorSensor","false","33389"
"MotionSensor","motion-detected","33395"
"DoorSensor","false","33398"
"MotionSensor","motion-detected","33404"
"DoorSensor","false","33407"
"MotionSensor","motion-detected","33413"
"DoorSensor","false","33416"
"MotionSensor","motion-detected","33422"
"DoorSensor","false","33425"
"MotionSensor","motion-detected","33431"
"DoorSensor","false","33434"
"MotionSensor","motion-detected","33440"
"DoorSensor","false","33443"
"MotionSensor","motion-detected","33449"
"DoorSensor","false","33452"
"MotionSensor","motion-detected","33458"
"DoorSensor","false","33461"
"MotionSensor","motion-detected","33467"
"DoorSensor","false","33470"
"MotionSensor","motion-detected","33476"
"DoorSensor","false","33479"
"MotionSensor","motion-detected","33485"
"DoorSensor","false","33488"
"MotionSensor","motion-detected","33494"
"DoorSensor","false","33497"
"MotionSensor","motion-detected","33503"
"DoorSensor","false","33506"
"MotionSensor","motion-detected","33512"
"DoorSensor","false","33515"
"MotionSensor","motion-detected","33521"
"DoorSensor","false","33524"
"MotionSensor","motion-detected","33530"
"DoorSensor","false","33533"
"MotionSensor","motion-detected","33539"
"DoorSensor","false","33542"
"MotionSensor","motion-detected","33548"
"DoorSensor","false","33551"
"MotionSensor","motion-detected","33557"
"DoorSensor","false","33560"
"MotionSensor","motion-detected","33566"
"DoorSensor","false","33569"
"MotionSensor","motion-detected","33575"
"DoorSensor","false","33578"
"MotionSensor","motion-detected","33584"
"DoorSensor","false","33587"
"MotionSensor","motion-detected","33593"
"DoorSensor","false","33596"
"MotionSensor","motion-detected","33602"
"DoorSensor","false","33605"
"MotionSensor","motion-detected","33611"
"DoorSensor","false","33614"
"MotionSensor","motion-detected","33620"
"DoorSensor","false","33623"
"MotionSensor","motion-detected","33629"
"DoorSensor","false","33632"
"MotionSensor","motion-detected","33638"
"DoorSensor","false","33641"
"MotionSensor","motion-detected","33647"
"DoorSensor","false","33650"
"MotionSensor","motion-detected","33656"
"DoorSensor","false","33659"
"MotionSensor","motion-detected","33665"
"DoorSensor","false","33668"
"MotionSensor","motion-detected","33674"
"DoorSensor","false","33677"
"MotionSensor","motion-detected","33683"
"DoorSensor","false","33686"
"MotionSensor","motion-detected","33692"
"DoorSensor","false","33695"
"MotionSensor","motion-detected","33701"
"DoorSensor","false","33704"
"MotionSensor","motion-detected","33710"
"DoorSensor","false","33713"
"MotionSensor","motion-detected","33719"
"DoorSensor","false","33722"
"MotionSensor","motion-detected","33728"
"DoorSensor","false","33731"
"MotionSensor","motion-detected","33737"
"DoorSensor","false","33740"
"MotionSensor","motion-detected","33746"
"DoorSensor","false","33749"
"MotionSensor","motion-detected","33755"
"DoorSensor","false","33758"
"MotionSensor","motion-detected","33764"
"DoorSensor","false","33767"
"MotionSensor","motion-detected","33773"
"DoorSensor","false","33776"
"MotionSensor","motion-detected","33782"
"DoorSensor","false","33785"
"MotionSensor","motion-detected","33791"
"DoorSensor","false","33794"
"MotionSensor","motion-detected","33800"
"DoorSensor","false","33803"
"MotionSensor","motion-detected","33809"
"DoorSensor","false","33812"
"MotionSensor","motion-detected","33818"
"DoorSensor","false","33821"
"MotionSensor","motion-detected","33827"
"DoorSensor","false","33830"
"MotionSensor","motion-detected","33836"
"DoorSensor","false","33839"
"MotionSensor","motion-detected","33845"
"DoorSensor","false","33848"
"MotionSensor","motion-detected","33854"
"DoorSensor","false","33857"
"MotionSensor","motion-detected","33863"
"DoorSensor","false","33866"
"MotionSensor","motion-detected","33872"
"DoorSensor","false","33875"
"MotionSensor","motion-detected","33881"
"DoorSensor","false","33884"
"MotionSensor","motion-detected","33890"
"DoorSensor","false","33893"
"MotionSensor","motion-detected","33899"
"DoorSensor","false","33902"
"MotionSensor","motion-detected","33908"
"DoorSensor","false","33911"
"MotionSensor","motion-detected","33917"
"DoorSensor","false","33920"
"MotionSensor","motion-detected","33926"
"DoorSensor","false","33929"
"MotionSensor","motion-detected","33935"
"DoorSensor","false","33938"
"MotionSensor","motion-detected","33944"
"DoorSensor","false","33947"
"MotionSensor","motion-detected","33953"
"DoorSensor","false","33956"
"MotionSensor","motion-detected","33962"
"DoorSensor","false","33965"
"MotionSensor","motion-detected","33971"
"DoorSensor","false","33974"
"MotionSensor","motion-detected","33980"
"DoorSensor","false","33983"
"MotionSensor","motion-detected","33989"
"DoorSensor","false","33992"
"MotionSensor","motion-detected","33998"
"DoorSensor","false","34001"
"MotionSensor","motion-detected","34007"
"DoorSensor","false","34010"
"MotionSensor","motion-detected","34016"
"DoorSensor","false","34019"
"MotionSensor","motion-detected","34025"
"DoorSensor","false","34028"
"MotionSensor","motion-detected","34034"
"DoorSensor","false","34037"
"MotionSensor","motion-detected","34043"
"DoorSensor","false","34046"
"MotionSensor","motion-detected","34052"
"DoorSensor","false","34055"
"MotionSensor","motion-detected","34061"
"DoorSensor","false","34064"
"MotionSensor","motion-detected","34070"
"DoorSensor","false","34073"
"MotionSensor","motion-detected","34079"
"DoorSensor","false","34082"
"MotionSensor","motion-detected","34088"
"DoorSensor","false","34091"
"MotionSensor","motion-detected","34097"
"DoorSensor","false","34100"
"MotionSensor","motion-detected","34106"
"DoorSensor","false","34109"
"MotionSensor","motion-detected","34115"
"DoorSensor","false","34118"
"MotionSensor","motion-detected","34124"
"DoorSensor","false","34127"
"MotionSensor","motion-detected","34133"
"DoorSensor","false","34136"
"MotionSensor","motion-detected","34142"
"DoorSensor","false","34145"
"MotionSensor","motion-detected","34151"
"DoorSensor","false","34154"
"MotionSensor","motion-detected","34160"
"DoorSensor","false","34163"
"MotionSensor","motion-detected","34169"
"DoorSensor","false","34172"
"MotionSensor","motion-detected","34178"
"DoorSensor","false","34181"
"MotionSensor","motion-detected","34187"
"DoorSensor","false","34190"
"MotionSensor","motion-detected","34196"
"DoorSensor","false","34199"
"MotionSensor","motion-detected","34205"
"DoorSensor","false","34208"
"MotionSensor","motion-detected","34214"
"DoorSensor","false","34217"
"MotionSensor","motion-detected","34223"
"DoorSensor","false","34226"
"MotionSensor","motion-detected","34232"
"DoorSensor","false","34235"
"MotionSensor","motion-detected","34241"
"DoorSensor","false","34244"
"MotionSensor","motion-detected","34250"
"DoorSensor","false","34253"
"MotionSensor","motion-detected","34259"
"DoorSensor","false","34262"
"MotionSensor","motion-detected","34268"
"DoorSensor","false","34271"
"MotionSensor","motion-detected","34277"
"DoorSensor","false","34280"
"MotionSensor","motion-detected","34286"
"DoorSensor","false","34289"
"MotionSensor","motion-detected","34295"
"DoorSensor","false","34298"
"MotionSensor","motion-detected","34304"
"DoorSensor","false","34307"
"MotionSensor","motion-detected","34313"
"DoorSensor","false","34316"
"MotionSensor","motion-detected","34322"
"DoorSensor","false","34325"
"MotionSensor","motion-detected","34331"
"DoorSensor","false","34334"
"MotionSensor","motion-detected","34340"
"DoorSensor","false","34343"
"MotionSensor","motion-detected","34349"
"DoorSensor","false","34352"
"MotionSensor","motion-detected","34358"
"DoorSensor","false","34361"
